order_id,order_date,customer_id,customer_name,city,state,product_category,product_name,order_value,discount_percent,payment_mode,delivery_days,rating,month,year
1772,2023-01-03 00:00:00,2763,Amit Sharma,Bangalore,TN,Electronics,Shirt,41552.0,5.0,Unkonwn,14,5,1,2023
7638,2023-01-03 01:00:00,3834,Priya Singh,Bangalore,KA,Grocery,Sofa,114636.0,20.0,Unkonwn,13,3,1,2023
2161,2023-01-03 02:00:00,1148,Rahul Verma,Mumbai,TN,Grocery,Rice,65416.0,5.0,COD,7,1,1,2023
8651,2023-01-03 03:00:00,4695,Vikas Gupta,Bangalore,MH,Unknown,Shirt,65235.0,20.0,COD,2,3,1,2023
2219,2023-01-03 04:00:00,5120,Unkonwn,Hyderabad,DL,Electronics,Laptop,87422.0,5.0,Unkonwn,3,3,1,2023
8240,2023-01-03 05:00:00,5746,Sneha Patil,Pune,NA,Home,Unknown,85545.0,10.0,Card,13,3,1,2023
6040,2023-01-03 06:00:00,3908,Amit Sharma,Hyderabad,MH,Fashion,Mobile,12696.0,5.0,UPI,6,3,1,2023
1257,2023-01-03 07:00:00,5920,Sneha Patil,Unknown,NA,Unknown,Rice,80250.0,20.0,COD,14,3,1,2023
2728,2023-01-03 08:00:00,3253,Vikas Gupta,Unknown,MH,Electronics,Sofa,50723.0,5.0,Card,1,3,1,2023
3448,2023-01-03 09:00:00,2193,Unkonwn,Chennai,TN,Electronics,Unknown,106066.0,10.0,COD,2,3,1,2023
8542,2023-01-03 10:00:00,343,Rahul Verma,Delhi,DL,Unknown,Rice,2093.0,20.0,Card,11,5,1,2023
7047,2023-01-03 11:00:00,1112,Sneha Patil,Unknown,TS,Fashion,Rice,7574.0,0.0,Card,2,2,1,2023
6469,2023-01-03 12:00:00,2846,Sneha Patil,Pune,TS,Grocery,Shirt,37536.0,20.0,COD,10,3,1,2023
3988,2023-01-03 13:00:00,5686,Sneha Patil,Mumbai,DL,Grocery,Rice,70684.0,20.0,UPI,7,4,1,2023
7748,2023-01-03 14:00:00,432,Priya Singh,Mumbai,TS,Fashion,Shirt,74823.0,5.0,Unkonwn,1,4,1,2023
1764,2023-01-03 15:00:00,3788,Amit Sharma,Hyderabad,TN,Unknown,Rice,17405.0,0.0,UPI,9,2,1,2023
6703,2023-01-03 16:00:00,5593,Priya Singh,Unknown,TN,Unknown,Shirt,34823.0,30.0,UPI,4,4,1,2023
7423,2023-01-03 17:00:00,4108,Amit Sharma,Chennai,NA,Home,Shirt,51470.0,20.0,COD,12,3,1,2023
8690,2023-01-03 18:00:00,5193,Vikas Gupta,Chennai,MH,Grocery,Mobile,68641.0,20.0,Card,12,3,1,2023
3793,2023-01-03 19:00:00,2733,Vikas Gupta,Delhi,NA,Unknown,Mobile,50870.0,20.0,Card,10,4,1,2023
3851,2023-01-03 20:00:00,619,Sneha Patil,Chennai,MH,Electronics,Laptop,56051.0,0.0,COD,13,5,1,2023
6568,2023-01-03 21:00:00,2307,Sneha Patil,Mumbai,TS,Electronics,Unknown,47841.0,10.0,COD,1,1,1,2023
6437,2023-01-03 22:00:00,3051,Vikas Gupta,Bangalore,DL,Electronics,Shirt,115815.0,5.0,COD,3,2,1,2023
6511,2023-01-03 23:00:00,319,Priya Singh,Hyderabad,TN,Electronics,Shirt,45869.0,30.0,Card,14,3,1,2023
6271,2023-01-04 00:00:00,432,Rahul Verma,Mumbai,DL,Electronics,Mobile,12638.0,20.0,COD,10,3,1,2023
1092,2023-01-04 01:00:00,3111,Amit Sharma,Hyderabad,DL,Fashion,Rice,73045.0,20.0,UPI,9,5,1,2023
5855,2023-01-04 02:00:00,5645,Amit Sharma,Chennai,TN,Home,Sofa,14563.0,30.0,Card,6,3,1,2023
2248,2023-01-04 03:00:00,4484,Sneha Patil,Unknown,DL,Home,Sofa,38886.0,30.0,UPI,2,2,1,2023
2685,2023-01-04 04:00:00,689,Unkonwn,Pune,TN,Grocery,Unknown,60181.0,20.0,Card,13,5,1,2023
3404,2023-01-04 05:00:00,1062,Unkonwn,Pune,KA,Grocery,Mobile,103295.0,0.0,COD,1,3,1,2023
1931,2023-01-04 06:00:00,2112,Priya Singh,Bangalore,NA,Grocery,Unknown,33670.0,20.0,Card,8,4,1,2023
7625,2023-01-04 07:00:00,5727,Amit Sharma,Pune,TS,Grocery,Shirt,16325.0,30.0,UPI,12,5,1,2023
3627,2023-01-04 08:00:00,3788,Unkonwn,Pune,KA,Grocery,Rice,7139.0,5.0,Card,4,2,1,2023
6339,2023-01-04 09:00:00,1339,Amit Sharma,Unknown,DL,Home,Rice,88136.0,10.0,Card,12,2,1,2023
5577,2023-01-04 10:00:00,5031,Vikas Gupta,Unknown,TS,Home,Shirt,13891.0,0.0,Unkonwn,1,3,1,2023
6139,2023-01-04 11:00:00,5775,Vikas Gupta,Hyderabad,NA,Unknown,Sofa,68154.0,0.0,UPI,4,5,1,2023
8067,2023-01-04 12:00:00,5951,Rahul Verma,Delhi,TS,Grocery,Unknown,114187.0,0.0,COD,4,4,1,2023
8684,2023-01-04 13:00:00,4676,Amit Sharma,Unknown,TS,Fashion,Mobile,86751.0,0.0,Card,2,5,1,2023
1787,2023-01-04 14:00:00,5456,Rahul Verma,Delhi,TS,Electronics,Laptop,83051.0,30.0,Card,8,3,1,2023
1033,2023-01-04 15:00:00,1297,Rahul Verma,Pune,DL,Grocery,Shirt,108004.0,30.0,UPI,7,3,1,2023
4195,2023-01-04 16:00:00,5772,Vikas Gupta,Hyderabad,MH,Fashion,Unknown,16718.0,5.0,UPI,1,1,1,2023
6406,2023-01-04 17:00:00,3689,Unkonwn,Chennai,KA,Electronics,Unknown,51977.0,0.0,UPI,13,1,1,2023
8865,2023-01-04 18:00:00,5602,Amit Sharma,Chennai,KA,Unknown,Sofa,317.0,0.0,Card,13,3,1,2023
7885,2023-01-04 19:00:00,1111,Vikas Gupta,Mumbai,KA,Unknown,Unknown,67375.0,0.0,UPI,9,3,1,2023
2865,2023-01-04 20:00:00,5893,Amit Sharma,Bangalore,MH,Grocery,Mobile,85372.0,0.0,COD,7,4,1,2023
6085,2023-01-04 21:00:00,4999,Amit Sharma,Unknown,MH,Electronics,Sofa,26807.0,10.0,COD,8,3,1,2023
7097,2023-01-04 22:00:00,3217,Sneha Patil,Bangalore,DL,Grocery,Shirt,62540.0,5.0,Unkonwn,13,4,1,2023
7015,2023-01-04 23:00:00,3259,Rahul Verma,Pune,KA,Electronics,Mobile,92601.0,0.0,UPI,13,1,1,2023
2439,2023-01-05 00:00:00,1664,Sneha Patil,Hyderabad,NA,Grocery,Sofa,96745.0,10.0,COD,1,5,1,2023
6250,2023-01-05 01:00:00,1603,Unkonwn,Delhi,TS,Unknown,Unknown,95376.0,20.0,COD,3,5,1,2023
6203,2023-01-05 02:00:00,571,Vikas Gupta,Unknown,TS,Electronics,Shirt,15867.0,0.0,Card,5,3,1,2023
5018,2023-01-05 03:00:00,4088,Unkonwn,Unknown,MH,Grocery,Unknown,102562.0,10.0,Card,3,3,1,2023
5498,2023-01-05 04:00:00,4438,Unkonwn,Mumbai,MH,Fashion,Unknown,119850.0,0.0,Card,13,4,1,2023
7165,2023-01-05 05:00:00,3095,Rahul Verma,Bangalore,TN,Electronics,Unknown,60807.5,5.0,Unkonwn,13,3,1,2023
6751,2023-01-05 06:00:00,571,Vikas Gupta,Chennai,MH,Home,Laptop,108234.0,30.0,COD,12,3,1,2023
4651,2023-01-05 07:00:00,3184,Priya Singh,Pune,NA,Fashion,Sofa,81877.0,10.0,Unkonwn,11,5,1,2023
7347,2023-01-05 08:00:00,4945,Rahul Verma,Delhi,KA,Unknown,Shirt,82121.0,0.0,Card,9,2,1,2023
7074,2023-01-05 09:00:00,2648,Amit Sharma,Mumbai,DL,Fashion,Unknown,20555.0,10.0,Unkonwn,2,3,1,2023
1047,2023-01-05 10:00:00,5853,Unkonwn,Hyderabad,KA,Electronics,Laptop,56513.0,10.0,UPI,3,5,1,2023
1784,2023-01-05 11:00:00,4710,None,Unknown,MH,Electronics,Sofa,2015.0,0.0,UPI,10,3,1,2023
7668,2023-01-05 12:00:00,1705,Unkonwn,Pune,MH,Fashion,Rice,31287.0,0.0,Unkonwn,1,4,1,2023
1349,2023-01-05 13:00:00,2992,Vikas Gupta,Mumbai,NA,Home,Sofa,111283.0,5.0,COD,11,5,1,2023
3155,2023-01-05 14:00:00,1723,Amit Sharma,Chennai,TS,Electronics,Sofa,10511.0,20.0,COD,3,1,1,2023
8913,2023-01-05 15:00:00,4850,Vikas Gupta,Unknown,TS,Unknown,Sofa,7772.0,20.0,COD,4,5,1,2023
5489,2023-01-05 16:00:00,2126,Priya Singh,Hyderabad,TS,Grocery,Unknown,25648.0,0.0,Unkonwn,11,2,1,2023
1844,2023-01-05 17:00:00,3827,Priya Singh,Bangalore,DL,Unknown,Shirt,104601.0,10.0,COD,12,1,1,2023
6955,2023-01-05 18:00:00,1869,Vikas Gupta,Unknown,NA,Home,Unknown,73969.0,0.0,Unkonwn,4,1,1,2023
5718,2023-01-05 19:00:00,1172,Priya Singh,Unknown,KA,Grocery,Shirt,7311.0,30.0,COD,12,3,1,2023
5750,2023-01-05 20:00:00,2246,Rahul Verma,Bangalore,TN,Grocery,Sofa,60181.0,30.0,COD,1,3,1,2023
5732,2023-01-05 21:00:00,1652,Unkonwn,Pune,NA,Home,Shirt,50441.0,30.0,COD,1,3,1,2023
5372,2023-01-05 22:00:00,2869,Vikas Gupta,Pune,KA,Fashion,Mobile,107145.0,10.0,UPI,10,1,1,2023
5405,2023-01-05 23:00:00,1221,Priya Singh,Unknown,MH,Electronics,Mobile,60807.5,5.0,COD,6,3,1,2023
3044,2023-01-06 00:00:00,1673,Priya Singh,Chennai,NA,Home,Shirt,77950.0,5.0,UPI,9,4,1,2023
7031,2023-01-06 01:00:00,3562,Vikas Gupta,Mumbai,TS,Fashion,Rice,55784.0,20.0,Card,14,5,1,2023
5923,2023-01-06 02:00:00,649,Priya Singh,Unknown,MH,Home,Unknown,10950.0,30.0,Card,5,1,1,2023
7179,2023-01-06 03:00:00,3968,Priya Singh,Delhi,NA,Fashion,Sofa,60026.0,30.0,Unkonwn,1,3,1,2023
2840,2023-01-06 04:00:00,4927,Amit Sharma,Pune,MH,Unknown,Mobile,77036.0,0.0,COD,14,1,1,2023
3308,2023-01-06 05:00:00,4010,Sneha Patil,Bangalore,TS,Home,Unknown,60178.0,10.0,COD,6,1,1,2023
2835,2023-01-06 06:00:00,4040,Priya Singh,Pune,KA,Fashion,Unknown,18609.0,10.0,Unkonwn,3,1,1,2023
7600,2023-01-06 07:00:00,3582,Unkonwn,Mumbai,KA,Electronics,Unknown,107607.0,0.0,COD,1,2,1,2023
6594,2023-01-06 08:00:00,729,Vikas Gupta,Unknown,TN,Home,Mobile,58983.0,30.0,Unkonwn,3,3,1,2023
6882,2023-01-06 09:00:00,5606,Unkonwn,Hyderabad,NA,Electronics,Unknown,101793.0,0.0,UPI,11,3,1,2023
4638,2023-01-06 10:00:00,3383,Unkonwn,Hyderabad,MH,Grocery,Shirt,60181.0,30.0,COD,7,2,1,2023
4627,2023-01-06 11:00:00,4284,Vikas Gupta,Bangalore,TS,Fashion,Rice,23886.0,0.0,Card,9,2,1,2023
8151,2023-01-06 12:00:00,3497,Priya Singh,Chennai,NA,Unknown,Shirt,97386.0,0.0,COD,12,1,1,2023
4287,2023-01-06 13:00:00,2747,Vikas Gupta,Pune,MH,Electronics,Sofa,58650.0,30.0,Card,13,1,1,2023
1973,2023-01-06 14:00:00,5317,Amit Sharma,Pune,DL,Electronics,Mobile,86218.0,0.0,UPI,1,2,1,2023
7578,2023-01-06 15:00:00,2256,Unkonwn,Mumbai,KA,Fashion,Shirt,22684.0,5.0,UPI,1,4,1,2023
5135,2023-01-06 16:00:00,3971,Unkonwn,Mumbai,TS,Grocery,Mobile,57355.0,0.0,Unkonwn,9,1,1,2023
2155,2023-01-06 17:00:00,2312,Sneha Patil,Hyderabad,NA,Grocery,Unknown,41194.0,5.0,Card,6,3,1,2023
4485,2023-01-06 18:00:00,1447,Priya Singh,Delhi,TN,Grocery,Laptop,89300.0,0.0,UPI,1,2,1,2023
7028,2023-01-06 19:00:00,3514,Sneha Patil,Chennai,MH,Fashion,Sofa,101067.0,20.0,COD,8,1,1,2023
5556,2023-01-06 20:00:00,5980,Vikas Gupta,Delhi,KA,Home,Rice,47223.0,5.0,COD,6,2,1,2023
3895,2023-01-06 21:00:00,5296,Unkonwn,Mumbai,NA,Fashion,Mobile,34093.0,20.0,Card,7,3,1,2023
8965,2023-01-06 22:00:00,1015,Rahul Verma,Delhi,KA,Home,Sofa,20476.0,10.0,Unkonwn,5,2,1,2023
4720,2023-01-06 23:00:00,2294,Amit Sharma,Hyderabad,DL,Home,Sofa,113271.0,10.0,Card,5,1,1,2023
1566,2023-01-07 00:00:00,2672,Amit Sharma,Hyderabad,MH,Fashion,Sofa,89630.0,0.0,UPI,14,3,1,2023
5774,2023-01-07 01:00:00,3695,Priya Singh,Pune,NA,Unknown,Sofa,67687.0,0.0,Card,10,3,1,2023
1373,2023-01-07 02:00:00,3479,Priya Singh,Unknown,KA,Unknown,Rice,39885.0,5.0,Unkonwn,11,3,1,2023
3758,2023-01-07 03:00:00,3149,Vikas Gupta,Mumbai,TN,Unknown,Mobile,98520.0,10.0,COD,5,3,1,2023
4733,2023-01-07 04:00:00,5788,Sneha Patil,Unknown,MH,Electronics,Unknown,51628.0,10.0,UPI,5,5,1,2023
5140,2023-01-07 05:00:00,2162,Sneha Patil,Bangalore,TS,Unknown,Mobile,101002.0,30.0,Unkonwn,4,1,1,2023
4035,2023-01-07 06:00:00,5449,Unkonwn,Chennai,TS,Home,Sofa,96053.0,0.0,Unkonwn,3,2,1,2023
1647,2023-01-07 07:00:00,960,Vikas Gupta,Mumbai,TS,Grocery,Laptop,61975.0,0.0,COD,11,2,1,2023
4793,2023-01-07 08:00:00,5786,Vikas Gupta,Mumbai,DL,Home,Sofa,5157.0,30.0,UPI,11,4,1,2023
7122,2023-01-07 09:00:00,4203,Rahul Verma,Mumbai,TS,Grocery,Shirt,40846.0,10.0,Card,3,3,1,2023
5591,2023-01-07 10:00:00,273,Priya Singh,Hyderabad,NA,Fashion,Rice,96208.0,5.0,Unkonwn,8,1,1,2023
1197,2023-01-07 11:00:00,3908,Amit Sharma,Delhi,MH,Grocery,Shirt,109694.0,10.0,Unkonwn,8,3,1,2023
3148,2023-01-07 12:00:00,3290,Sneha Patil,Delhi,MH,Grocery,Sofa,16357.0,20.0,Card,7,2,1,2023
4252,2023-01-07 13:00:00,4468,Priya Singh,Unknown,TS,Fashion,Shirt,99638.0,20.0,Card,4,2,1,2023
2001,2023-01-07 14:00:00,1026,Vikas Gupta,Bangalore,NA,Electronics,Laptop,29669.0,30.0,Unkonwn,4,3,1,2023
1169,2023-01-07 15:00:00,5545,Vikas Gupta,Mumbai,MH,Electronics,Shirt,74073.0,0.0,COD,1,3,1,2023
5125,2023-01-07 16:00:00,1276,Sneha Patil,Unknown,TN,Grocery,Shirt,101392.0,0.0,Card,12,3,1,2023
3330,2023-01-07 17:00:00,5799,Vikas Gupta,Hyderabad,KA,Grocery,Unknown,87136.0,0.0,COD,6,3,1,2023
6952,2023-01-07 18:00:00,1339,Amit Sharma,Hyderabad,MH,Electronics,Rice,19417.0,0.0,COD,9,4,1,2023
8932,2023-01-07 19:00:00,4914,Sneha Patil,Hyderabad,MH,Grocery,Sofa,65656.0,0.0,UPI,12,1,1,2023
3238,2023-01-07 20:00:00,3476,Unkonwn,Delhi,TN,Fashion,Sofa,95074.0,0.0,Card,12,2,1,2023
1726,2023-01-07 21:00:00,5588,Amit Sharma,Hyderabad,DL,Home,Sofa,4544.0,0.0,Card,10,2,1,2023
6858,2023-01-07 22:00:00,2616,Priya Singh,Bangalore,NA,Electronics,Sofa,55987.0,5.0,Unkonwn,10,1,1,2023
8180,2023-01-07 23:00:00,2601,Unkonwn,Pune,TN,Electronics,Unknown,87394.0,30.0,COD,9,2,1,2023
5742,2023-01-08 00:00:00,4359,Amit Sharma,Mumbai,TN,Electronics,Unknown,75416.0,20.0,Card,7,3,1,2023
8656,2023-01-08 01:00:00,585,Sneha Patil,Pune,TS,Electronics,Shirt,23682.0,0.0,Card,1,2,1,2023
2954,2023-01-08 02:00:00,207,Unkonwn,Unknown,MH,Electronics,Sofa,52048.0,5.0,UPI,8,4,1,2023
1443,2023-01-08 03:00:00,4500,Amit Sharma,Hyderabad,TS,Fashion,Unknown,20714.0,20.0,Card,13,2,1,2023
1106,2023-01-08 04:00:00,2350,Vikas Gupta,Chennai,DL,Fashion,Mobile,64772.0,0.0,UPI,13,3,1,2023
8790,2023-01-08 05:00:00,2287,Amit Sharma,Unknown,KA,Electronics,Rice,56861.0,0.0,UPI,12,4,1,2023
7004,2023-01-08 06:00:00,3030,Sneha Patil,Unknown,TN,Grocery,Unknown,105180.0,20.0,UPI,3,1,1,2023
7641,2023-01-08 07:00:00,2486,Vikas Gupta,Bangalore,KA,Home,Shirt,26045.0,10.0,COD,10,3,1,2023
6469,2023-01-08 08:00:00,1166,Unkonwn,Unknown,DL,Home,Sofa,77382.0,30.0,UPI,10,5,1,2023
5582,2023-01-08 09:00:00,2812,Amit Sharma,Pune,MH,Grocery,Sofa,2179.0,0.0,COD,3,3,1,2023
6354,2023-01-08 10:00:00,2578,Sneha Patil,Unknown,NA,Unknown,Unknown,99828.0,20.0,Unkonwn,8,5,1,2023
7673,2023-01-08 11:00:00,2771,Priya Singh,Delhi,DL,Unknown,Laptop,90551.0,0.0,Card,7,5,1,2023
8173,2023-01-08 12:00:00,3067,Sneha Patil,Bangalore,TS,Grocery,Shirt,44562.0,5.0,Card,9,2,1,2023
3895,2023-01-08 13:00:00,2049,Amit Sharma,Delhi,KA,Home,Unknown,59673.0,0.0,COD,10,2,1,2023
1049,2023-01-08 14:00:00,3278,Vikas Gupta,Delhi,DL,Fashion,Rice,71938.0,0.0,UPI,5,3,1,2023
2462,2023-01-08 15:00:00,5239,Rahul Verma,Delhi,DL,Home,Rice,73263.0,30.0,UPI,6,4,1,2023
6452,2023-01-08 16:00:00,5687,Priya Singh,Hyderabad,TS,Electronics,Mobile,21209.0,0.0,UPI,14,2,1,2023
6737,2023-01-08 17:00:00,561,Unkonwn,Delhi,TN,Unknown,Laptop,99571.0,20.0,Card,12,4,1,2023
6096,2023-01-08 18:00:00,165,Unkonwn,Unknown,TN,Electronics,Unknown,110846.0,20.0,COD,4,1,1,2023
6084,2023-01-08 19:00:00,5908,Amit Sharma,Hyderabad,DL,Electronics,Laptop,15672.0,0.0,Unkonwn,1,3,1,2023
1182,2023-01-08 20:00:00,5226,Unkonwn,Delhi,MH,Electronics,Laptop,65344.0,30.0,Card,3,3,1,2023
2711,2023-01-08 21:00:00,3866,Priya Singh,Mumbai,MH,Home,Mobile,116142.0,0.0,COD,2,1,1,2023
7565,2023-01-08 22:00:00,272,Amit Sharma,Delhi,DL,Grocery,Laptop,104851.0,20.0,Unkonwn,6,1,1,2023
5041,2023-01-08 23:00:00,4701,Priya Singh,Mumbai,KA,Electronics,Unknown,69293.0,20.0,Unkonwn,4,5,1,2023
3647,2023-01-09 00:00:00,1981,Rahul Verma,Unknown,MH,Fashion,Rice,20470.0,5.0,Card,3,1,1,2023
6781,2023-01-09 01:00:00,4483,Sneha Patil,Hyderabad,MH,Electronics,Shirt,60807.5,0.0,Card,13,4,1,2023
4332,2023-01-09 02:00:00,4004,Priya Singh,Bangalore,DL,Grocery,Sofa,85259.0,0.0,UPI,12,3,1,2023
7619,2023-01-09 03:00:00,2106,Sneha Patil,Chennai,MH,Electronics,Laptop,64758.0,5.0,UPI,3,4,1,2023
7732,2023-01-09 04:00:00,2192,Rahul Verma,Hyderabad,TN,Grocery,Sofa,60864.0,10.0,UPI,5,4,1,2023
1233,2023-01-09 05:00:00,4206,Vikas Gupta,Hyderabad,DL,Grocery,Laptop,19046.0,20.0,COD,7,5,1,2023
7475,2023-01-09 06:00:00,5817,Amit Sharma,Unknown,TS,Fashion,Sofa,80152.0,20.0,Card,11,4,1,2023
7918,2023-01-09 07:00:00,2360,Sneha Patil,Bangalore,TS,Unknown,Unknown,69295.0,0.0,UPI,10,2,1,2023
4960,2023-01-09 08:00:00,1830,Vikas Gupta,Mumbai,TN,Fashion,Shirt,63463.0,10.0,Card,3,2,1,2023
7369,2023-01-09 09:00:00,527,Vikas Gupta,Delhi,TN,Grocery,Sofa,112047.0,20.0,Unkonwn,3,3,1,2023
5565,2023-01-09 10:00:00,5729,Priya Singh,Hyderabad,KA,Electronics,Laptop,109495.0,30.0,UPI,14,1,1,2023
5181,2023-01-09 11:00:00,2733,Rahul Verma,Chennai,MH,Unknown,Shirt,53175.0,5.0,UPI,11,4,1,2023
2694,2023-01-09 12:00:00,3082,Rahul Verma,Delhi,DL,Fashion,Unknown,80216.0,5.0,Card,4,4,1,2023
4947,2023-01-09 13:00:00,3259,Vikas Gupta,Delhi,MH,Fashion,Mobile,99022.0,0.0,Unkonwn,6,3,1,2023
3524,2023-01-09 14:00:00,959,Priya Singh,Bangalore,TS,Fashion,Unknown,107964.0,0.0,Unkonwn,4,3,1,2023
