company_name,order_id,order_date,customer_id,customer_name,city,state,product_category,product_name,order_value,discount_percent,payment_mode,delivery_days,rating
BharatKart Retail Pvt Ltd,6354,2023-01-08 10:00:00,2578,Sneha Patil,,,,,99828.0,20,,8,5
BharatKart Retail Pvt Ltd,7673,2023-01-08 11:00:00,2771,Priya Singh,Delhi,DL,,Laptop,90551.0,0,Card,7,5
BharatKart Retail Pvt Ltd,8173,2023-01-08 12:00:00,3067,Sneha Patil,Bangalore,TS,Grocery,Shirt,44562.0,5,Card,9,2
BharatKart Retail Pvt Ltd,3895,2023-01-08 13:00:00,2049,Amit Sharma,Delhi,KA,Home,,59673.0,0,COD,10,2
BharatKart Retail Pvt Ltd,1049,2023-01-08 14:00:00,3278,Vikas Gupta,Delhi,DL,Fashion,Rice,71938.0,0,UPI,5,3
BharatKart Retail Pvt Ltd,2462,2023-01-08 15:00:00,5239,Rahul Verma,Delhi,DL,Home,Rice,73263.0,30,UPI,6,4
BharatKart Retail Pvt Ltd,6452,2023-01-08 16:00:00,5687,Priya Singh,Hyderabad,TS,Electronics,Mobile,21209.0,,UPI,14,2
BharatKart Retail Pvt Ltd,6737,2023-01-08 17:00:00,561,,Delhi,TN,,Laptop,99571.0,20,Card,12,4
BharatKart Retail Pvt Ltd,6096,2023-01-08 18:00:00,165,,unknown,TN,Electronics,,110846.0,20,COD,4,1
BharatKart Retail Pvt Ltd,6084,2023-01-08 19:00:00,5908,Amit Sharma,Hyderabad,DL,Electronics,Laptop,15672.0,0,,1,
BharatKart Retail Pvt Ltd,1182,2023-01-08 20:00:00,5226,,Delhi,MH,Electronics,Laptop,65344.0,30,Card,3,
BharatKart Retail Pvt Ltd,2711,2023-01-08 21:00:00,3866,Priya Singh,Mumbai,MH,Home,Mobile,116142.0,0,COD,2,1
BharatKart Retail Pvt Ltd,7565,2023-01-08 22:00:00,272,Amit Sharma,Delhi,DL,Grocery,Laptop,104851.0,20,,6,1
BharatKart Retail Pvt Ltd,5041,2023-01-08 23:00:00,4701,Priya Singh,Mumbai,KA,Electronics,,69293.0,20,,4,5
BharatKart Retail Pvt Ltd,3647,2023-01-09 00:00:00,1981,Rahul Verma,,MH,Fashion,Rice,20470.0,5,Card,3,1
